PR.BCTDC:CYCLE_INTENSITY,nxcals_timestamp,nxcals_variable_name,nxcals_timestamp2
247,1668778438300000000,PR.BCTDC:CYCLE_INTENSITY,1668778440700000000
248,1668778492300000000,PR.BCTDC:CYCLE_INTENSITY,1668778494700000000
249,1668778546300000000,PR.BCTDC:CYCLE_INTENSITY,1668778548700000000
250,1668778654300000000,PR.BCTDC:CYCLE_INTENSITY,1668778656700000000
251,1668779807500000000,PR.BCTDC:CYCLE_INTENSITY,1668779809900000000
252,1668779853100000000,PR.BCTDC:CYCLE_INTENSITY,1668779855500000000
253,1668779898700000000,PR.BCTDC:CYCLE_INTENSITY,1668779901100000000
254,1668779944300000000,PR.BCTDC:CYCLE_INTENSITY,1668779946700000000
255,1668779989900000000,PR.BCTDC:CYCLE_INTENSITY,1668779992300000000
256,1668780035500000000,PR.BCTDC:CYCLE_INTENSITY,1668780037900000000
257,1668780081100000000,PR.BCTDC:CYCLE_INTENSITY,1668780083500000000
258,1668780126700000000,PR.BCTDC:CYCLE_INTENSITY,1668780129100000000
259,1668780172300000000,PR.BCTDC:CYCLE_INTENSITY,1668780174700000000
260,1668780217900000000,PR.BCTDC:CYCLE_INTENSITY,1668780220300000000
261,1668780263500000000,PR.BCTDC:CYCLE_INTENSITY,1668780265900000000
262,1668780309100000000,PR.BCTDC:CYCLE_INTENSITY,1668780311500000000
263,1668780354700000000,PR.BCTDC:CYCLE_INTENSITY,1668780357100000000
264,1668780400300000000,PR.BCTDC:CYCLE_INTENSITY,1668780402700000000
265,1668780445900000000,PR.BCTDC:CYCLE_INTENSITY,1668780448300000000
266,1668780491500000000,PR.BCTDC:CYCLE_INTENSITY,1668780493900000000
267,1668780537100000000,PR.BCTDC:CYCLE_INTENSITY,1668780539500000000
268,1668780582700000000,PR.BCTDC:CYCLE_INTENSITY,1668780585100000000
269,1668780628300000000,PR.BCTDC:CYCLE_INTENSITY,1668780630700000000
270,1668780673900000000,PR.BCTDC:CYCLE_INTENSITY,1668780676300000000
271,1668780719500000000,PR.BCTDC:CYCLE_INTENSITY,1668780721900000000
272,1668780765100000000,PR.BCTDC:CYCLE_INTENSITY,1668780767500000000
273,1668780810700000000,PR.BCTDC:CYCLE_INTENSITY,1668780813100000000
274,1668781266700000000,PR.BCTDC:CYCLE_INTENSITY,1668781269100000000
275,1668781312300000000,PR.BCTDC:CYCLE_INTENSITY,1668781314700000000
276,1668781357900000000,PR.BCTDC:CYCLE_INTENSITY,1668781360300000000
277,1668781403500000000,PR.BCTDC:CYCLE_INTENSITY,1668781405900000000
278,1668781449100000000,PR.BCTDC:CYCLE_INTENSITY,1668781451500000000
279,1668781494700000000,PR.BCTDC:CYCLE_INTENSITY,1668781497100000000
280,1668781540300000000,PR.BCTDC:CYCLE_INTENSITY,1668781542700000000
281,1668781585900000000,PR.BCTDC:CYCLE_INTENSITY,1668781588300000000
282,1668781631500000000,PR.BCTDC:CYCLE_INTENSITY,1668781633900000000
283,1668781677100000000,PR.BCTDC:CYCLE_INTENSITY,1668781679500000000
284,1668781722700000000,PR.BCTDC:CYCLE_INTENSITY,1668781725100000000
285,1668781768300000000,PR.BCTDC:CYCLE_INTENSITY,1668781770700000000
286,1668781813900000000,PR.BCTDC:CYCLE_INTENSITY,1668781816300000000
287,1668781859500000000,PR.BCTDC:CYCLE_INTENSITY,1668781861900000000
288,1668781905100000000,PR.BCTDC:CYCLE_INTENSITY,1668781907500000000
289,1668781950700000000,PR.BCTDC:CYCLE_INTENSITY,1668781953100000000
290,1668782037100000000,PR.BCTDC:CYCLE_INTENSITY,1668782039500000000
291,1668782091100000000,PR.BCTDC:CYCLE_INTENSITY,1668782093500000000
292,1668782145100000000,PR.BCTDC:CYCLE_INTENSITY,1668782147500000000
293,1668782199100000000,PR.BCTDC:CYCLE_INTENSITY,1668782201500000000
294,1668782253100000000,PR.BCTDC:CYCLE_INTENSITY,1668782255500000000
295,1668782847100000000,PR.BCTDC:CYCLE_INTENSITY,1668782849500000000
296,1668782901100000000,PR.BCTDC:CYCLE_INTENSITY,1668782903500000000
297,1668782955100000000,PR.BCTDC:CYCLE_INTENSITY,1668782957500000000
298,1668783009100000000,PR.BCTDC:CYCLE_INTENSITY,1668783011500000000
299,1668783063100000000,PR.BCTDC:CYCLE_INTENSITY,1668783065500000000
300,1668783117100000000,PR.BCTDC:CYCLE_INTENSITY,1668783119500000000
301,1668783171100000000,PR.BCTDC:CYCLE_INTENSITY,1668783173500000000
302,1668783225100000000,PR.BCTDC:CYCLE_INTENSITY,1668783227500000000
303,1668783279100000000,PR.BCTDC:CYCLE_INTENSITY,1668783281500000000
304,1668783333100000000,PR.BCTDC:CYCLE_INTENSITY,1668783335500000000
305,1668783387100000000,PR.BCTDC:CYCLE_INTENSITY,1668783389500000000
306,1668783441100000000,PR.BCTDC:CYCLE_INTENSITY,1668783443500000000
307,1668783495100000000,PR.BCTDC:CYCLE_INTENSITY,1668783497500000000
308,1668783549100000000,PR.BCTDC:CYCLE_INTENSITY,1668783551500000000
309,1668783603100000000,PR.BCTDC:CYCLE_INTENSITY,1668783605500000000
310,1668783657100000000,PR.BCTDC:CYCLE_INTENSITY,1668783659500000000
311,1668783711100000000,PR.BCTDC:CYCLE_INTENSITY,1668783713500000000
312,1668783981100000000,PR.BCTDC:CYCLE_INTENSITY,1668783983500000000
313,1668784035100000000,PR.BCTDC:CYCLE_INTENSITY,1668784037500000000
314,1668784089100000000,PR.BCTDC:CYCLE_INTENSITY,1668784091500000000
315,1668784737100000000,PR.BCTDC:CYCLE_INTENSITY,1668784739500000000
316,1668784791100000000,PR.BCTDC:CYCLE_INTENSITY,1668784793500000000
317,1668785385100000000,PR.BCTDC:CYCLE_INTENSITY,1668785387500000000
318,1668785439100000000,PR.BCTDC:CYCLE_INTENSITY,1668785441500000000
319,1668785493100000000,PR.BCTDC:CYCLE_INTENSITY,1668785495500000000
320,1668785547100000000,PR.BCTDC:CYCLE_INTENSITY,1668785549500000000
321,1668785601100000000,PR.BCTDC:CYCLE_INTENSITY,1668785603500000000
322,1668785655100000000,PR.BCTDC:CYCLE_INTENSITY,1668785657500000000
323,1668785709100000000,PR.BCTDC:CYCLE_INTENSITY,1668785711500000000
324,1668785871100000000,PR.BCTDC:CYCLE_INTENSITY,1668785873500000000
325,1668785925100000000,PR.BCTDC:CYCLE_INTENSITY,1668785927500000000
326,1668785979100000000,PR.BCTDC:CYCLE_INTENSITY,1668785981500000000
327,1668786033100000000,PR.BCTDC:CYCLE_INTENSITY,1668786035500000000
328,1668786087100000000,PR.BCTDC:CYCLE_INTENSITY,1668786089500000000
329,1668786141100000000,PR.BCTDC:CYCLE_INTENSITY,1668786143500000000
330,1668786195100000000,PR.BCTDC:CYCLE_INTENSITY,1668786197500000000
331,1668786249100000000,PR.BCTDC:CYCLE_INTENSITY,1668786251500000000
332,1668786303100000000,PR.BCTDC:CYCLE_INTENSITY,1668786305500000000
333,1668786357100000000,PR.BCTDC:CYCLE_INTENSITY,1668786359500000000
334,1668786411100000000,PR.BCTDC:CYCLE_INTENSITY,1668786413500000000
335,1668786465100000000,PR.BCTDC:CYCLE_INTENSITY,1668786467500000000
336,1668786519100000000,PR.BCTDC:CYCLE_INTENSITY,1668786521500000000
337,1668786573100000000,PR.BCTDC:CYCLE_INTENSITY,1668786575500000000
338,1668786627100000000,PR.BCTDC:CYCLE_INTENSITY,1668786629500000000
339,1668786681100000000,PR.BCTDC:CYCLE_INTENSITY,1668786683500000000
340,1668786735100000000,PR.BCTDC:CYCLE_INTENSITY,1668786737500000000
341,1668786789100000000,PR.BCTDC:CYCLE_INTENSITY,1668786791500000000
342,1668786843100000000,PR.BCTDC:CYCLE_INTENSITY,1668786845500000000
343,1668786897100000000,PR.BCTDC:CYCLE_INTENSITY,1668786899500000000
344,1668786951100000000,PR.BCTDC:CYCLE_INTENSITY,1668786953500000000
345,1668787005100000000,PR.BCTDC:CYCLE_INTENSITY,1668787007500000000
346,1668787059100000000,PR.BCTDC:CYCLE_INTENSITY,1668787061500000000
347,1668787113100000000,PR.BCTDC:CYCLE_INTENSITY,1668787115500000000
348,1668787167100000000,PR.BCTDC:CYCLE_INTENSITY,1668787169500000000
349,1668787221100000000,PR.BCTDC:CYCLE_INTENSITY,1668787223500000000
350,1668787275100000000,PR.BCTDC:CYCLE_INTENSITY,1668787277500000000
351,1668787329100000000,PR.BCTDC:CYCLE_INTENSITY,1668787331500000000
352,1668787383100000000,PR.BCTDC:CYCLE_INTENSITY,1668787385500000000
353,1668787437100000000,PR.BCTDC:CYCLE_INTENSITY,1668787439500000000
354,1668787491100000000,PR.BCTDC:CYCLE_INTENSITY,1668787493500000000
355,1668787545100000000,PR.BCTDC:CYCLE_INTENSITY,1668787547500000000
356,1668787599100000000,PR.BCTDC:CYCLE_INTENSITY,1668787601500000000
357,1668787653100000000,PR.BCTDC:CYCLE_INTENSITY,1668787655500000000
358,1668787707100000000,PR.BCTDC:CYCLE_INTENSITY,1668787709500000000
359,1668787761100000000,PR.BCTDC:CYCLE_INTENSITY,1668787763500000000
360,1668787815100000000,PR.BCTDC:CYCLE_INTENSITY,1668787817500000000
361,1668787869100000000,PR.BCTDC:CYCLE_INTENSITY,1668787871500000000
362,1668787923100000000,PR.BCTDC:CYCLE_INTENSITY,1668787925500000000
363,1668787977100000000,PR.BCTDC:CYCLE_INTENSITY,1668787979500000000
364,1668788031100000000,PR.BCTDC:CYCLE_INTENSITY,1668788033500000000
365,1668788085100000000,PR.BCTDC:CYCLE_INTENSITY,1668788087500000000
366,1668788139100000000,PR.BCTDC:CYCLE_INTENSITY,1668788141500000000
367,1668788193100000000,PR.BCTDC:CYCLE_INTENSITY,1668788195500000000
368,1668788247100000000,PR.BCTDC:CYCLE_INTENSITY,1668788249500000000
369,1668788301100000000,PR.BCTDC:CYCLE_INTENSITY,1668788303500000000
370,1668788355100000000,PR.BCTDC:CYCLE_INTENSITY,1668788357500000000
371,1668788409100000000,PR.BCTDC:CYCLE_INTENSITY,1668788411500000000
372,1668788463100000000,PR.BCTDC:CYCLE_INTENSITY,1668788465500000000
373,1668788517100000000,PR.BCTDC:CYCLE_INTENSITY,1668788519500000000
374,1668788571100000000,PR.BCTDC:CYCLE_INTENSITY,1668788573500000000
375,1668788625100000000,PR.BCTDC:CYCLE_INTENSITY,1668788627500000000
376,1668788679100000000,PR.BCTDC:CYCLE_INTENSITY,1668788681500000000
377,1668788733100000000,PR.BCTDC:CYCLE_INTENSITY,1668788735500000000
378,1668788787100000000,PR.BCTDC:CYCLE_INTENSITY,1668788789500000000
379,1668788841100000000,PR.BCTDC:CYCLE_INTENSITY,1668788843500000000
380,1668788895100000000,PR.BCTDC:CYCLE_INTENSITY,1668788897500000000
381,1668788949100000000,PR.BCTDC:CYCLE_INTENSITY,1668788951500000000
382,1668789003100000000,PR.BCTDC:CYCLE_INTENSITY,1668789005500000000
383,1668789057100000000,PR.BCTDC:CYCLE_INTENSITY,1668789059500000000
384,1668789111100000000,PR.BCTDC:CYCLE_INTENSITY,1668789113500000000
385,1668789165100000000,PR.BCTDC:CYCLE_INTENSITY,1668789167500000000
386,1668789219100000000,PR.BCTDC:CYCLE_INTENSITY,1668789221500000000
387,1668789273100000000,PR.BCTDC:CYCLE_INTENSITY,1668789275500000000
388,1668789327100000000,PR.BCTDC:CYCLE_INTENSITY,1668789329500000000
389,1668789381100000000,PR.BCTDC:CYCLE_INTENSITY,1668789383500000000
390,1668789435100000000,PR.BCTDC:CYCLE_INTENSITY,1668789437500000000
391,1668789489100000000,PR.BCTDC:CYCLE_INTENSITY,1668789491500000000
392,1668789543100000000,PR.BCTDC:CYCLE_INTENSITY,1668789545500000000
393,1668789597100000000,PR.BCTDC:CYCLE_INTENSITY,1668789599500000000
394,1668789651100000000,PR.BCTDC:CYCLE_INTENSITY,1668789653500000000
395,1668789705100000000,PR.BCTDC:CYCLE_INTENSITY,1668789707500000000
396,1668789759100000000,PR.BCTDC:CYCLE_INTENSITY,1668789761500000000
397,1668789813100000000,PR.BCTDC:CYCLE_INTENSITY,1668789815500000000
398,1668789867100000000,PR.BCTDC:CYCLE_INTENSITY,1668789869500000000
399,1668789921100000000,PR.BCTDC:CYCLE_INTENSITY,1668789923500000000
400,1668789975100000000,PR.BCTDC:CYCLE_INTENSITY,1668789977500000000
401,1668790029100000000,PR.BCTDC:CYCLE_INTENSITY,1668790031500000000
402,1668790083100000000,PR.BCTDC:CYCLE_INTENSITY,1668790085500000000
403,1668790137100000000,PR.BCTDC:CYCLE_INTENSITY,1668790139500000000
404,1668790191100000000,PR.BCTDC:CYCLE_INTENSITY,1668790193500000000
405,1668790245100000000,PR.BCTDC:CYCLE_INTENSITY,1668790247500000000
406,1668790299100000000,PR.BCTDC:CYCLE_INTENSITY,1668790301500000000
407,1668790353100000000,PR.BCTDC:CYCLE_INTENSITY,1668790355500000000
408,1668790407100000000,PR.BCTDC:CYCLE_INTENSITY,1668790409500000000
409,1668790461100000000,PR.BCTDC:CYCLE_INTENSITY,1668790463500000000
410,1668790515100000000,PR.BCTDC:CYCLE_INTENSITY,1668790517500000000
411,1668790569100000000,PR.BCTDC:CYCLE_INTENSITY,1668790571500000000
412,1668790623100000000,PR.BCTDC:CYCLE_INTENSITY,1668790625500000000
413,1668790677100000000,PR.BCTDC:CYCLE_INTENSITY,1668790679500000000
414,1668790731100000000,PR.BCTDC:CYCLE_INTENSITY,1668790733500000000
415,1668790785100000000,PR.BCTDC:CYCLE_INTENSITY,1668790787500000000
416,1668790839100000000,PR.BCTDC:CYCLE_INTENSITY,1668790841500000000
417,1668790893100000000,PR.BCTDC:CYCLE_INTENSITY,1668790895500000000
418,1668790947100000000,PR.BCTDC:CYCLE_INTENSITY,1668790949500000000
419,1668791001100000000,PR.BCTDC:CYCLE_INTENSITY,1668791003500000000
420,1668791055100000000,PR.BCTDC:CYCLE_INTENSITY,1668791057500000000
421,1668791109100000000,PR.BCTDC:CYCLE_INTENSITY,1668791111500000000
422,1668791163100000000,PR.BCTDC:CYCLE_INTENSITY,1668791165500000000
423,1668802149100000000,PR.BCTDC:CYCLE_INTENSITY,1668802151500000000
424,1668802194700000000,PR.BCTDC:CYCLE_INTENSITY,1668802197100000000
425,1668802240300000000,PR.BCTDC:CYCLE_INTENSITY,1668802242700000000
426,1668802285900000000,PR.BCTDC:CYCLE_INTENSITY,1668802288300000000
427,1668802331500000000,PR.BCTDC:CYCLE_INTENSITY,1668802333900000000
428,1668802377100000000,PR.BCTDC:CYCLE_INTENSITY,1668802379500000000
429,1668802422700000000,PR.BCTDC:CYCLE_INTENSITY,1668802425100000000
430,1668802468300000000,PR.BCTDC:CYCLE_INTENSITY,1668802470700000000
431,1668802513900000000,PR.BCTDC:CYCLE_INTENSITY,1668802516300000000
432,1668802559500000000,PR.BCTDC:CYCLE_INTENSITY,1668802561900000000
433,1668802605100000000,PR.BCTDC:CYCLE_INTENSITY,1668802607500000000
434,1668802650700000000,PR.BCTDC:CYCLE_INTENSITY,1668802653100000000
435,1668802696300000000,PR.BCTDC:CYCLE_INTENSITY,1668802698700000000
436,1668802741900000000,PR.BCTDC:CYCLE_INTENSITY,1668802744300000000
437,1668802787500000000,PR.BCTDC:CYCLE_INTENSITY,1668802789900000000
438,1668802833100000000,PR.BCTDC:CYCLE_INTENSITY,1668802835500000000
439,1668802878700000000,PR.BCTDC:CYCLE_INTENSITY,1668802881100000000
440,1668802924300000000,PR.BCTDC:CYCLE_INTENSITY,1668802926700000000
441,1668802969900000000,PR.BCTDC:CYCLE_INTENSITY,1668802972300000000
442,1668803015500000000,PR.BCTDC:CYCLE_INTENSITY,1668803017900000000
443,1668803061100000000,PR.BCTDC:CYCLE_INTENSITY,1668803063500000000
444,1668803106700000000,PR.BCTDC:CYCLE_INTENSITY,1668803109100000000
445,1668803152300000000,PR.BCTDC:CYCLE_INTENSITY,1668803154700000000
446,1668803197900000000,PR.BCTDC:CYCLE_INTENSITY,1668803200300000000
447,1668803243500000000,PR.BCTDC:CYCLE_INTENSITY,1668803245900000000
448,1668803289100000000,PR.BCTDC:CYCLE_INTENSITY,1668803291500000000
449,1668803334700000000,PR.BCTDC:CYCLE_INTENSITY,1668803337100000000
450,1668803380300000000,PR.BCTDC:CYCLE_INTENSITY,1668803382700000000
451,1668803425900000000,PR.BCTDC:CYCLE_INTENSITY,1668803428300000000
452,1668803471500000000,PR.BCTDC:CYCLE_INTENSITY,1668803473900000000
453,1668803517100000000,PR.BCTDC:CYCLE_INTENSITY,1668803519500000000
454,1668803562700000000,PR.BCTDC:CYCLE_INTENSITY,1668803565100000000
455,1668803608300000000,PR.BCTDC:CYCLE_INTENSITY,1668803610700000000
456,1668803653900000000,PR.BCTDC:CYCLE_INTENSITY,1668803656300000000
457,1668803699500000000,PR.BCTDC:CYCLE_INTENSITY,1668803701900000000
458,1668803745100000000,PR.BCTDC:CYCLE_INTENSITY,1668803747500000000
459,1668803790700000000,PR.BCTDC:CYCLE_INTENSITY,1668803793100000000
460,1668803836300000000,PR.BCTDC:CYCLE_INTENSITY,1668803838700000000
461,1668803881900000000,PR.BCTDC:CYCLE_INTENSITY,1668803884300000000
462,1668803927500000000,PR.BCTDC:CYCLE_INTENSITY,1668803929900000000
463,1668803973100000000,PR.BCTDC:CYCLE_INTENSITY,1668803975500000000
464,1668804018700000000,PR.BCTDC:CYCLE_INTENSITY,1668804021100000000
465,1668804064300000000,PR.BCTDC:CYCLE_INTENSITY,1668804066700000000
466,1668804109900000000,PR.BCTDC:CYCLE_INTENSITY,1668804112300000000
467,1668804155500000000,PR.BCTDC:CYCLE_INTENSITY,1668804157900000000
468,1668804201100000000,PR.BCTDC:CYCLE_INTENSITY,1668804203500000000
469,1668804246700000000,PR.BCTDC:CYCLE_INTENSITY,1668804249100000000
470,1668804292300000000,PR.BCTDC:CYCLE_INTENSITY,1668804294700000000
471,1668804337900000000,PR.BCTDC:CYCLE_INTENSITY,1668804340300000000
472,1668804383500000000,PR.BCTDC:CYCLE_INTENSITY,1668804385900000000
473,1668804429100000000,PR.BCTDC:CYCLE_INTENSITY,1668804431500000000
474,1668804474700000000,PR.BCTDC:CYCLE_INTENSITY,1668804477100000000
475,1668804520300000000,PR.BCTDC:CYCLE_INTENSITY,1668804522700000000
476,1668804565900000000,PR.BCTDC:CYCLE_INTENSITY,1668804568300000000
477,1668804611500000000,PR.BCTDC:CYCLE_INTENSITY,1668804613900000000
478,1668804657100000000,PR.BCTDC:CYCLE_INTENSITY,1668804659500000000
479,1668804702700000000,PR.BCTDC:CYCLE_INTENSITY,1668804705100000000
480,1668804748300000000,PR.BCTDC:CYCLE_INTENSITY,1668804750700000000
481,1668804793900000000,PR.BCTDC:CYCLE_INTENSITY,1668804796300000000
482,1668804839500000000,PR.BCTDC:CYCLE_INTENSITY,1668804841900000000
483,1668804885100000000,PR.BCTDC:CYCLE_INTENSITY,1668804887500000000
484,1668804930700000000,PR.BCTDC:CYCLE_INTENSITY,1668804933100000000
485,1668804976300000000,PR.BCTDC:CYCLE_INTENSITY,1668804978700000000
486,1668805021900000000,PR.BCTDC:CYCLE_INTENSITY,1668805024300000000
487,1668805067500000000,PR.BCTDC:CYCLE_INTENSITY,1668805069900000000
488,1668805113100000000,PR.BCTDC:CYCLE_INTENSITY,1668805115500000000
489,1668805158700000000,PR.BCTDC:CYCLE_INTENSITY,1668805161100000000
490,1668805204300000000,PR.BCTDC:CYCLE_INTENSITY,1668805206700000000
491,1668805249900000000,PR.BCTDC:CYCLE_INTENSITY,1668805252300000000
492,1668805295500000000,PR.BCTDC:CYCLE_INTENSITY,1668805297900000000
493,1668805341100000000,PR.BCTDC:CYCLE_INTENSITY,1668805343500000000
494,1668805761100000000,PR.BCTDC:CYCLE_INTENSITY,1668805763500000000
